objectid,filename,youtubeid,vimeoid,identifier,record_level,source,periodical_name,periodical_type,volume,month,issue_number,date,contents,article_identifier,source_heading,title,creator,pages,,nature1_heading,nature2_heading,abstract,language,biographical_heading,corporate_name_heading,film_description_heading,TV_description_heading,subject,indexing_history,link,type,format,availability,link_external,access_conditions,location
upfiperiod_000022,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0060-0061.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.021,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Undine. [Festival Report],"Tessier, Max",pp. 60-61 (2 p),,FR Festival Report,,,eng,,UDINE FAR EAST FILM FESTIVAL  (F Film); ,,,FESTIVALS/UDINE. 2003; ITALY; ARTHOUSE FILMS; AWARDS; ,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000023,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0061-0062.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.022,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Vesoul. [Festival Report],"Padgaonkar, Latika",pp. 61-62 (2 p),,FR Festival Report,IL Illustration(s),,eng,"SARULU, MARAT (F Film); BINGJIAN, LIU (F Film); SUBBA, NABIN (F Film);",VESOUL INTERNATIONAL FILM FESTIVAL OF ASIAN CINEMA (F Film); ,"MY BROTHER - SILK ROAD (KG, Marat Sarulu, 2002); CRY WOMAN (CN, Liu Bingjian, 2002); BEAUTIFUL FLOWER, A (NP, Nabin Subba, 2002);",,FESTIVALS/VESOUL. 2003; FRANCE; ARTHOUSE FILMS; AWARDS; ,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000024,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0063.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.023,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Awards. [Festival Report],Cinemaya,p. 63 (1 p),,L List,,,eng,"VAN SANT, GUS (F Film); CEYLAN, NURI BILGE (F Film); CROZE, MARIE JOSEE (F Film); ARCAND, DENYS (F Film); OZDEMIR, MUZAFFER (F Film); EMIN, MEHMET (F Film); MAKHMALBAF, SAMIRA (F Film); BOE, CHRISTOFFER (F Film); BARMAK, SEDIGH (F Film); AVIN, GLENDYN (F Film); SOLANAS, JUAN (F Film); SORIN, CARLOS (F Film); ORTEGA, LUIS (F Film); MI-SEN, WU (F Film); ARISTARAIN, ADOLFO (F Film); BOUZID, NOURI (F Film); HEKMAT, MANIJEH (F Film); CAFFE, ELIANE (F Film); BENCHETRIT, DAVID (F Film); SEN, APARNA (F Film); RATTON, HELVECIO (F Film); LERMAN, DIEGO (F Film); VON HELAND, MARIA (F Film); MUHE, ANA MARIA (F Film); COPP, OSCAR (F Film); GRATLIF, TONY (F Film); KONTSEK, EDINA (F Film); STEGMAYER, DARIO (F Film); RATTON, HELVECIO (F Film); LERMAN, DIEGO (F Film); VON HELAND, MARIA (F Film); MUHE, ANA MARIA (F Film); COPP, OSCAR (F Film); GRATLIF, TONY (F Film); KONTSEK, EDINA (F Film); STEGMAYER, DARIO (F Film); TSO-CHI, CHANG (F Film); USMONOV, DJAMSHED (F Film); HANDAGAMA, ASOKA (F Film); WEERASETHAKUL, APICHATPONG (F Film); FAN, WING (F Film); TAN, ROYSTON (F Film); ZHANG-KE, JIA (F Film); LIN, WEE LI (F Film); MUHAMMAD, AMIR (F Film); SARULU, MARAT (F Film); BINGJIAN, LIU (F Film); SUBBA, NABIN (F Film);",CANNES FILM FESTIVAL (F Film);FRIBOURG INTERNATIONAL FILM FESTIVAL (F Film);ISTANBUL INTERNATIONAL FILM FESTIVAL (F Film); LAS PALMAS INTERNATIONAL FILM FESTIVAL (F Film); SINGAPORE INTERNATIONAL FILM FESTIVAL (F Film); UDINE FAR EAST FILM FESTIVAL  (F Film); VESOUL INTERNATIONAL FILM FESTIVAL OF ASIAN CINEMA (F Film); ,"ELEPHANT (US, Gus Van Sant, 2003); DISTANT (TR, Nuri Bilge Ceylan, 2003); BARBARIAN INVASIONS, THE (CA, Denys Arcand, 2003); AT FIVE IN THE AFTERNOON (IR, Samira Makhmalbaf, 2003); RECONSTRUCTION (DK, Christoffer Boe, 2003); OSAMA (AF, Sedigh Barmak, 2003); CRACKER BAG (AU, Glendyn Avin, 2003); L'HOMME SANS TETE (FR, Juan Solanas, 2003); MINIMAL STORIES (AR/ES, Carlos Sorin, 2003);  BLACK BOX (AR, Luis Ortega, 2003); DROP ME A CAT (TW, Wu Mi-Sen, 2003); COMMON GROUND (AR/ES, Adolfo Aristarain, 2003); DOLLS OF CLAY (TN, Nouri Bouzid, 2003); WOMEN'S PRISON (IR, Manijeh Hekmat, 2003); STORYTELLERS, THE (BR, Eliane Caffe, 2003); KADDAM WIND - MOROCCAN CHRONICLES (IL, David Benchetrit, 2003); SUDDENLY (AR, Diego Lerman, 2003); PERSONAL VELOCITY (US, Rebecca Miller, 2003); SEA, THE (IS/FR/NO, Balthasar Kormakur, 2003); UNSENT LETTERS (TR, Yusuf Kurçenli, 2002); CHILDREN OF SECRET (TR, Ümit Cin Güven and Aydın Sayman, 2002); MR. AND MRS. IYER (IN, Aparna Sen, 2002); SOMETHING IN THE AIR (BR, Helvecio Ratton, 2002); SUDDENLY (AR, Diego Lerman, 2003); BIG GIRLS DON'T CRY (DE, Maria Von Heland, 2002); SWING (FR, Tony Gratlif, 2002); SCHOOL BOY, THE (DE, Edina Kontsek, 2002); IVAN'S SWING (ES, Dario Stegmayer, 2002); BEST OF TIMES, THE (TW, Chang Tso-Chi, 2002); ANGEL ON THE RIGHT (TJ, Djamshed Usmonov, 2002); FLYING WITH ONE WING (LK, Asoka Handagama, 2002); BLISSFULLY YOURS (TH, Apichatpong Weerasethakul, 2002); 15 (SG, Royston Tan, 2003); UNKNOWN PLEASURES (CN, Jia Zhang-ke, 2002); AUTOGRAPH BOOK (SG, Wee Li Lin, 2002); KAMUNTING (MY, Amir Muhammad, 2002); MY BROTHER - SILK ROAD (KG, Marat Sarulu, 2002); CRY WOMAN (CN, Liu Bingjian, 2002); BEAUTIFUL FLOWER, A (NP, Nabin Subba, 2002);",,FILMOGRAPHIES; TITLES OF FILMS; FESTIVALS,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000025,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0064-0065.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.024,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",A Mirror to Ray and Kurosawa. [Article],"Banerjee, Utpal K",pp. 64-65 (2 p),,A Article,IL Illustration(s),"""In the 50s, two momentous events took place in the world of Asian cinema. In 1951, Akira Kurosawa from Japan won the Grand Prix at the Venice Film Festive (and, laster, the Oscar for Best Foriegn Film) for Rashomon, and virtually introduced Asian Cinema to the West. So great was his influence, that Rashomon has enterd common parlance as a term used to denote the relative nature of truth. In 1955, Satyajit Ray from India won the 'Best Human Document' award at Cannes (and, later the Selznick Award at Venice) for Pather Panchali. Even today, after many decades, the film still remains an uplifting experience.""",eng,"KUROSAWA, AKIRA (F Film); RAY, SATYAJIT (F Film)",,"RASHOMON (JP, Akira Kurosawa, 1951);",,JAPAN; INDIA;,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000026,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0066-0067.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.025,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",News from Pakistan. [Film News],"Gul, Aijaz",p. 66 (1 p),,PR Production Report,,"""Producers, distributors and exhibitors are under great stress after losing millions of repees at the box-office in the past three months. What with the cold spell, the rains, the World Cup Cricket and Muharram, cinemas nationwide have been put to sleep. Can the low-budget Hearless directed by Rashid Dogar with its vigorous songs brighten things up? The other recent release, Deceit, directed by Pervez Rana, is a vengence orgy and could meet (disastrous) fate of its predecessors.""",eng,"DOGAR, RASHID (F Film);",,,,PAKISTAN; BOX OFFICE; DISTRIBUTION; BUSINESS AND THE CINEMA,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000027,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0066-0067.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.026,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Alamayer's Folly. [Film News],"Keshvani, Nazir",p. 66 (1 p),,P Preview,,"""Havey Keitel is slated to play the title role in Malaysian director U-Wei Haji bin Saari's adaptation of Joseph Conrad's novel Alamayer's Folly. The film is called Kelemahan Alamayer. Keitel has signed a memo with Le Brocquy Fraser Productions, who will produce the film when the funding is finalised. The cast includes Christine Hakim, Kahlid Salley, Al Manik and Desmond Crowe, with Alain Choquar from France as cinematographer. The film has a budget of US$2.5 million and will be shot in Borneo. It is scheduled for production in early 2004.""",eng,"KEITEL, HARVEY (F Film); CONDRAD, JOSEPH (W Writer); HAJI BIN SAARI, U-WEI (F Film);",LE BROCQUY FRASER PRODUCTIONS (F Film);,"ALMAYER'S FOLLY (MY, U-Wei Haji Bin Saari, 2012);",,MALAYSIA; LITERATURE AND THE CINEMA; ,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000028,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0066-0067.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.027,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Amitabh-Jaya in Paris. [Film News],"Thoraval, Yves",p. 66 (1 p),,DY Diary,,"""During the week he spent in Paris and Deauville, Amitabh Bachchan who is revered in the Arab world, Russia, Central Asia as well as other Asian countries, caused a sensation even though he is still little know to the young generation in Europe. In Paris, his gentleman-actor-citizen look stunned the French guests at an opening cocktail hosted by the Indian Embassy.""",eng,"BACHCHAN, AMITABH (F Film);","EMBASSY OF INDIA, FRANCE & PRINCIPALITY OF MONACO (G Generic);",,,FRANCE; INDIA; STAR SYSTEM; FANS,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000029,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0066-0067.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.028,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",New from Malaysia. [Film News],"Muhammad, Amir",pp. 66-67 (2 p),,PR Production Report,IL Illustration(s),"""A group of Malaysian filmmakers are in the process of setting up the Malaysian Independent Film Foundation to showcase and promote new work. The primary forces behind MIFF are the producer Lina Tan (creator of a long-running, occassionally controversial TV magazine show, ""3R"", aimed at empowering young women in areas such as sexuality), and James Lee, the most prolific of the Malaysian digital-video generation. Lina Tan herself is planning to take the plunge into independent features by the end of this year. She knows the time is right to galvanise the resources available, so that MIFF can serve as a one-stop centre for researchers, programmers and the general public.""",eng,"TAN, LINA (F Film);",MALAYSIAN INDEPENDENT FILM FOUNDATION (F Film);,,,MALAYSIA; INDEPENDENT DIRECTORS; DIGITAL CINEMA,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000030,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0068.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.029,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Thai Film Foundation. [Film News],"Uabumrungjit, Chalida",p. 68 (1 p),,DY Diary,IL Illustration(s),"""The Thai Film Foudation was started in 1994 by film activists as a non-profit organisation. It acts as a support group for the National Film Archive with the aim of enhancing film culture in Thailand and promoting film classics and publishes a serious film journal Nang Thai (Thai Film Quarterly) to encourage th study of film history.""",eng,,THAI FILM FOUDATION (F Film); THAI FILM QUARTERLY (F Film); THAI FILM ARCHIVE (F Film); NATIONAL FILM ARCHIVE [THAILAND] (F Film);,,,"ARCHIVES & INSTITUTES, FILM",2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000031,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Cinemaya%20Vol59%20with%20Watermark/Cinemaya%20Vol59_0068.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,2003,,UPFI-PER-2025-00001.030,"Cinemaya: The Asian Film Quarterly, Vol. 59, no. 1 (Summer 2003)",Leslie Cheung Kwok-Wing (1956-2003). [Obituary],"Berry, Chris",p. 68 (1 p),,O Obituary,,"""This is an obituary by Chris Berry for Leslie Cheung Kwok-Wing (1956–2003).""",eng,"CHEUNG, LESLIE (F Film);",,,,HONG KONG; TRANSNATIONAL CHINESE CINEMA; ,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000001,Image;StillImage,image/jpg,No. Physical magazine available at the UPFI Film Archives and Library.,,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000032,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Asian%20Trash%20Cinema%20with%20Watermark/AsianTrashCinema_Vol1_0001.jpg?raw=true,,,UPFI-PER-2025-00002,Issue Record,Teddy Co Collection,Asian Trash Cinema,Magazine,1,,5,1994,"Editorial by Craig Ledbetter, p. 3 | First Shot (1993) dir. David Lam [Film Review] by Max Allan Collins, pp. 11–12 | Heroic Trio 2: Executioners (1993) dir. Johnny To and Ching Siu Tung [Film Review] by Louis Paul, p. 12 | Hong Kong Godfather (1990) [Film Review] by Steve Fentone, pp. 12–13 | Violent Classroom (1976) dir. Akihisa Okamoto [Film Review] by August Ragone, pp. 13–15 | Naked Killer (1992) and Naked Killer 2 (1993) (Raped by an Angel) [Film Review] by Lee Server, pp. 15–17 | Five Element Ninja aka Super Ninjas (1982) dir. Chang Cheh [Film Review] by David Chute, p. 17 | Vendetta (1992) dir. Leung Siu Hung [Film Review] by Brian Quinn, pp. 17–18 | That's Money aka Detective and a Lady dir. Benny Wong [Film Review] by Steve Fentone, pp. 18–19 | Righting Wrong (1986) dir. Yuen Kwei [Film Review] by Jeff Segal, pp. 19–20 | Supercop 2: Project S dir. Stanley Tong [Film Review] by William Wilson, pp. 20–21 | Three Wolves: The Return of Itto Ogami [Article] by Max Allan Collins, pp. 22–25 | 1+2 = Paradise: Another Look At Trash Animation [Article] by Jim McLennan, pp. 26–27 | Captured For Sex: An Indepth Review [Film Review] by Travis Crawford, pp. 28–30 | Godzilla vs Mechagodzilla: Review and Observations [Article] by August Ragone, pp. 31–33 | Tsui Hark's World of Fantasy: A Contemporary on Tsui's Films with Emphasis on Two of His Latest [Article] by Craig D. Reid, pp. 34–36 | Hong Kong Gender Benders: Drag and Transvestitism in Tsui Hark's Movies [Article] by Jayne Caeneddi, p. 37 | My Soul is Slashed: A Modern Vampire Film [Film Review] by Charles R.P. Bucklin, pp. 38–39 | Death Wears a Topknot: A Primer to the Son of the Black Mass Films (Part One) [Article] by Bob Sargent, pp. 40–41",,"Asian Trash Cinema, Vol. 1, no. 5 (1994)","Asian Trash Cinema, Vol. 1, no. 5 (1994)",,pp. 1- 41 (41 p),,,,,eng,,,,,,2025-06-08 (Created; A. Mendizabal),,Image;StillImage,image/jpg,Yes,https://archive.org/details/Asian_Trash_Cinema_06/mode/2up,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000033,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Asian%20Trash%20Cinema%20with%20Watermark/AsianTrashCinema_Vol1_0003.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,1994,,UPFI-PER-2025-00002.001,"Asian Trash Cinema, Vol. 1, no. 5 (1994)",Editorial.,"Ledbetter, Craig",p. 3 (1 p),"Editorial. by Ledbetter, Craig, p. 3 (1 p) | ",ED Editorial,,,eng,,,,,,2025-06-08 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000032,Image;StillImage,image/jpg,Yes,https://archive.org/details/Asian_Trash_Cinema_06/mode/2up,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000034,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Asian%20Trash%20Cinema%20with%20Watermark/AsianTrashCinema_Vol1_0011-0012.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,1994,,UPFI-PER-2025-00002.002,"Asian Trash Cinema, Vol. 1, no. 5 (1994)",First Shot (1993) directed by David Lam. [Film Review],"Collins, Max Allan",pp. 11-12 (2 p),,R Review,IL Illustration(s),"""While FIRST SHOT has been enthusiatically received by most fans of Hong Kong crime movies - even garnering four stars (****) in ASIAN TRASH CINEMA: THE BOOK the most interesting aspect of this gritty, effective film has been ignored: it's a remade of THE UNTOUCHABLES.""",eng,"LAM, DAVID (F Film); LUNG, TI (F Film); DEPALMA, BRIAN (F Film);",,"FIRST SHOT (HK, David Lam, 1993); A BETTER TOMORROW (HK, John Woo, 1986); ",,HONG KONG; TRANSNATIONAL CHINESE CINEMA; ACTION FILMS; FAR EASTERN COUNTRIES,2025-06-09 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000032,Image;StillImage,image/jpg,Yes,https://archive.org/details/Asian_Trash_Cinema_06/mode/2up,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
upfiperiod_000035,https://github.com/upfifilmarchives/periodicals/blob/main/objects/Asian%20Trash%20Cinema%20with%20Watermark/AsianTrashCinema_Vol1_0012-0013.jpg?raw=true,,,,Article Record,Teddy Co Collection,,,,,,1994,,UPFI-PER-2025-00002.003,"Asian Trash Cinema, Vol. 1, no. 5 (1994)",Heroic Trio 2: Executioners (1993) directed by Johnny To and Ching Siu Tung. [Film Review],"Paul, Louis",p. 12 (1 p),"Heroic Trio 2: Executioners (1993) directed by Johnny To and Ching Siu Tung. [Film Review] by Paul, Louis, p. 12 (1 p) | ",R Review,,"""A pre-credits prologue informs the audiece that since the events that took place in Heroic Trio, a spectacular calamity has struct the earth and nuclear war has broken out and that most of the earth has been destroyed or lays in chaos. The pre-credits sequence also informs us that a super-human being (mutated by exposure to radioactivity) has secretly built a conglomerate company that charges high prices for bootleg water that has not been taited by radioactivity.""",eng,"TO, JOHNNY (F Film); TUNG, SIU CHING (F Film); WONG, ANTHONY (F Film)",,HEROIC TRIO 2: EXECUTIONERS (1993),,HONG KONG; TRANSNATIONAL CHINESE CINEMA; ACTION FILMS; SCIENCE-FICTION FILMS; APOCALYPSE IN FILMS,2025-06-09 (Created; A. Mendizabal),https://upfifilmarchives.github.io/periodicals/item.html?id=upfiperiod_000032,Image;StillImage,image/jpg,Yes,https://archive.org/details/Asian_Trash_Cinema_06/mode/2up,"This periodical issue and/or article is available for research access on an on-site basis only at the UPFI Film Archives & Library (UPFIFA&L). Readers are advised to contact the archives in advance of their first visit. To request access, please fill out the Access Form at http://ssasdasdas. || Rights Statement: This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).",Teddy Co Periodical Collection Section
